"CO_CUCI_ITEM";"NO_CUCI_ITEM";"CO_CUCI_SUB";"NO_CUCI_SUB";"CO_CUCI_GRUPO";"NO_CUCI_GRUPO";"CO_CUCI_DIVISAO";"NO_CUCI_DIVISAO";"CO_CUCI_SEC";"NO_CUCI_SEC"
"2862";"Minérios de tório e seus concentrados";"2862";"Minérios de tório e seus concentrados";"286";"Minérios de urânio ou de tório e seus concentrados";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"2874";"Minérios de chumbo e seus concentrados";"2874";"Minérios de chumbo e seus concentrados";"287";"Outros minérios e concentrados dos metais de base";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"2875";"Minérios de zinco e seus concentrados";"2875";"Minérios de zinco e seus concentrados";"287";"Outros minérios e concentrados dos metais de base";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"2876";"Minérios de estanho e seus concentrados";"2876";"Minérios de estanho e seus concentrados";"287";"Outros minérios e concentrados dos metais de base";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"2877";"Minérios de manganês e seus concentrados  (incluindo minérios de ferro e seus concentrados mangan.e.p.ífero com um teor de manganês de 20% ou mais, calculado sobre o peso seco)";"2877";"Minérios de manganês e seus concentrados  (incluindo minérios de ferro e seus concentrados com um teor de manganês de 20% ou mais, calculado sobre o peso seco)";"287";"Outros minérios e concentrados dos metais de base";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"28781";"Minérios de molibdénio e seus concentrados, cozidos";"2878";"Mineiros e concentrados de molibdênio, nióbio, tântalo, titânio, vanádio e zircônio";"287";"Outros minérios e concentrados dos metais de base";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"28782";"Minérios de molibdénio e seus concentrados, excepo cozidos";"2878";"Mineiros e concentrados de molibdênio, nióbio, tântalo, titânio, vanádio e zircônio";"287";"Outros minérios e concentrados dos metais de base";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"28783";"Minérios de titânio e seus concentrados";"2878";"Mineiros e concentrados de molibdênio, nióbio, tântalo, titânio, vanádio e zircônio";"287";"Outros minérios e concentrados dos metais de base";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"28784";"Minérios de zircónio e seus concentrados";"2878";"Mineiros e concentrados de molibdênio, nióbio, tântalo, titânio, vanádio e zircônio";"287";"Outros minérios e concentrados dos metais de base";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"28785";"Nióbio, tântalo ou vanádio minérios e seus concentrados";"2878";"Mineiros e concentrados de molibdênio, nióbio, tântalo, titânio, vanádio e zircônio";"287";"Outros minérios e concentrados dos metais de base";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"28791";"Minérios de cromo e seus concentrados";"2879";"Minérios e concentrados de outros metais não-ferrosos";"287";"Outros minérios e concentrados dos metais de base";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"28792";"Minérios de tungstênio (ou volfrâmio) e seus concentrados";"2879";"Minérios e concentrados de outros metais não-ferrosos";"287";"Outros minérios e concentrados dos metais de base";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"28793";"Minérios de cobalto e seus concentrados";"2879";"Minérios e concentrados de outros metais não-ferrosos";"287";"Outros minérios e concentrados dos metais de base";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"28799";"Minérios de metais básicos e concentrados n.e.p.";"2879";"Minérios e concentrados de outros metais não-ferrosos";"287";"Outros minérios e concentrados dos metais de base";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"2881";"Cinzas e resíduos (exceto os provenientes da fabricação do ferro ou aço) contendo metais, arsênio, ou os seus compostos";"2881";"Cinzas e resíduos (exceto os provenientes da fabricação do ferro ou aço) contendo metais, arsênio, ou os seus compostos";"288";"Resíduos de metais de base não ferrosos e de sucata";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"28821";"Resíduos e sucata de cobre";"2882";"Outros resíduos de metais de base não ferrosos e de sucata";"288";"Resíduos de metais de base não ferrosos e de sucata";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"28822";"Resíduos e sucata de níquel";"2882";"Outros resíduos de metais de base não ferrosos e de sucata";"288";"Resíduos de metais de base não ferrosos e de sucata";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"28823";"Resíduos e sucata de alumínio";"2882";"Outros resíduos de metais de base não ferrosos e de sucata";"288";"Resíduos de metais de base não ferrosos e de sucata";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"28824";"Resíduos e sucata de chumbo";"2882";"Outros resíduos de metais de base não ferrosos e de sucata";"288";"Resíduos de metais de base não ferrosos e de sucata";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"28825";"Resíduos e sucata de zinco (exceto pó)";"2882";"Outros resíduos de metais de base não ferrosos e de sucata";"288";"Resíduos de metais de base não ferrosos e de sucata";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"28826";"Resíduos e sucata de estanho";"2882";"Outros resíduos de metais de base não ferrosos e de sucata";"288";"Resíduos de metais de base não ferrosos e de sucata";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"28911";"Minérios de prata e seus concentrados";"2891";"Minérios de metais preciosos e seus concentrados";"289b";"Minérios de metais preciosos e seus concentrados";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"28919";"Minérios e concentrados de outros metais preciosos";"2891";"Minérios de metais preciosos e seus concentrados";"289b";"Minérios de metais preciosos e seus concentrados";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"28921";"Desperdícios e resíduos de platina, de metais folheados ou chapeados de platina, exceto cinzas ou lixo contendo outros metais preciosos";"2892";"Desperdícios e resíduos de metais preciosos (exceto ouro) ou de metais folheados ou chapeados de metais preciosos (exceto ouro)";"289d";"Desperdícios e resíduos de metais preciosos (exceto ouro)";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"28929";"Desperdícios e resíduos de metais preciosos, n.e.p., ou de metais folheados ou chapeados de metais preciosos, n.e.p.";"2892";"Desperdícios e resíduos de metais preciosos (exceto ouro) ou de metais folheados ou chapeados de metais preciosos (exceto ouro)";"289d";"Desperdícios e resíduos de metais preciosos (exceto ouro)";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"29111";"Ossos (incluindo de baleias, de focas e outros mamíferos vertebrados aquáticos) e núcleos córneos,em bruto, desengordurados ou simplesmente preparados (mas não cortados em forma determinada),acidulados ou desgelatinizados;pó e desperdícios destas matérias";"2911";"Ossos, chifres, marfim, cascos, garras, coral, conchas e outros produtos semelhantes";"291d";"Ossos, chifres, marfim, cascos, garras, coral, conchas e outros semelhantes";"29";"Matérias brutas de animais e vegetais, n.e.p.";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"29115";"Matérias corais e semelhantes, em bruto ou simplesmente preparados, mas não trabalhados de outro modo; conchas e ossos de chocos, em bruto ou simplesmente preparados, mas não cortados em forma determinada; pós e desperdícios";"2911";"Ossos, chifres, marfim, cascos, garras, coral, conchas e outros produtos semelhantes";"291d";"Ossos, chifres, marfim, cascos, garras, coral, conchas e outros semelhantes";"29";"Matérias brutas de animais e vegetais, n.e.p.";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"29116";"Marfim, carapaças de tartaruga, barbas, incluindo e osso de baleia cabelo, chifres, galhadas, cascos, unhas, garras e bicos, em bruto ou simplesmente preparados, mas não cortados em forma determinada; e resíduos de pó de estes produtos";"2911";"Ossos, chifres, marfim, cascos, garras, coral, conchas e outros produtos semelhantes";"291d";"Ossos, chifres, marfim, cascos, garras, coral, conchas e outros semelhantes";"29";"Matérias brutas de animais e vegetais, n.e.p.";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"29191";"Cabelos em bruto, mesmo lavados ou desengordurados; desperdícios de cabelo";"2919";"Outras matérias de origem animal";"291c";"Matérias brutas de animais";"29";"Matérias brutas de animais e vegetais, n.e.p.";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"29192";"Pelos e cerdas de porco, javali, texugo e outros pelos para escovas, pincéis; desperdícios destas cerdas e pelos";"2919";"Outras matérias de origem animal";"291c";"Matérias brutas de animais";"29";"Matérias brutas de animais e vegetais, n.e.p.";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"29193";"Tripas, bexigas e estômagos, de animais (exceto peixes), inteiros ou em pedaços";"2919";"Outras matérias de origem animal";"291c";"Matérias brutas de animais";"29";"Matérias brutas de animais e vegetais, n.e.p.";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"29194";"Sêmen bovino";"2919";"Outras matérias de origem animal";"291c";"Matérias brutas de animais";"29";"Matérias brutas de animais e vegetais, n.e.p.";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"29195";"Peles e outras partes de aves, com as suas penas ou penugem, penas e partes de penas (mesmo aparadas), apenas limpas, desinfetadas ou preparadas para conservação; pós e desperdícios de penas ou de partes de penas";"2919";"Outras matérias de origem animal";"291c";"Matérias brutas de animais";"29";"Matérias brutas de animais e vegetais, n.e.p.";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"29196";"Produtos de peixes ou crustáceos, moluscos e outros invertebrados aquáticos; animais mortos dos divisão 03, impróprios para consumo humano";"2919";"Outras matérias de origem animal";"291c";"Matérias brutas de animais";"29";"Matérias brutas de animais e vegetais, n.e.p.";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"29198";"Castóreo, algália e almíscar; cantáridas; bílis, mesmo seca; glândulas e outras substâncias de origem animal utilizadas na preparação de produtos farmacêuticos, frescas, refrigeradas, congeladas ou provisoriamente conservadas de outro modo";"2919";"Outras matérias de origem animal";"291c";"Matérias brutas de animais";"29";"Matérias brutas de animais e vegetais, n.e.p.";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"29199";"Produtos de origem animal, n.e.p.";"2919";"Outras matérias de origem animal";"291c";"Matérias brutas de animais";"29";"Matérias brutas de animais e vegetais, n.e.p.";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"29222";"Goma arábica";"2922";"Lacas, gomas naturais, resinas, resinas de goma, e bálsamos";"292a";"Matérias vegetais em bruto";"29";"Matérias brutas de animais e vegetais, n.e.p.";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"29229";"Outros";"2922";"Lacas, gomas naturais, resinas, resinas de goma, e bálsamos";"292a";"Matérias vegetais em bruto";"29";"Matérias brutas de animais e vegetais, n.e.p.";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"29231";"Bambus";"2923";"Matérias vegetais das espécies principalmente utilizadas em cestaria ou espartaria (por exemplo, bambus, rotins, canas, juncos, vimes, ráfia, palha de cereais branqueada ou tingida, casca de tília)";"292a";"Matérias vegetais em bruto";"29";"Matérias brutas de animais e vegetais, n.e.p.";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"29232";"Rotins";"2923";"Matérias vegetais das espécies principalmente utilizadas em cestaria ou espartaria (por exemplo, bambus, rotins, canas, juncos, vimes, ráfia, palha de cereais branqueada ou tingida, casca de tília)";"292a";"Matérias vegetais em bruto";"29";"Matérias brutas de animais e vegetais, n.e.p.";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"29239";"Matérias vegetais, com excepção dos bambus ou rattans, do tipo dos utilizados principalmente para entrançar.";"2923";"Matérias vegetais das espécies principalmente utilizadas em cestaria ou espartaria (por exemplo, bambus, rotins, canas, juncos, vimes, ráfia, palha de cereais branqueada ou tingida, casca de tília)";"292a";"Matérias vegetais em bruto";"29";"Matérias brutas de animais e vegetais, n.e.p.";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"29242";"Raízes de ginseng";"2924";"Plantas, partes de plantas (incluindo sementes e frutos) das espécies utilizadas principalmente em perfumaria, medicina ou como insecticidas, parasiticidas e semelhantes, frescos ou secos, mesmo cortados, triturados ou em pó.";"292a";"Matérias vegetais em bruto";"29";"Matérias brutas de animais e vegetais, n.e.p.";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"29249";"Outros";"2924";"Plantas, partes de plantas (incluindo sementes e frutos) das espécies utilizadas principalmente em perfumaria, medicina ou como insecticidas, parasiticidas e semelhantes, frescos ou secos, mesmo cortados, triturados ou em pó.";"292a";"Matérias vegetais em bruto";"29";"Matérias brutas de animais e vegetais, n.e.p.";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"29251";"Sementes de beterraba sacarina";"2925";"Sementes, frutos e esporos utilizados para a semeadura";"292a";"Matérias vegetais em bruto";"29";"Matérias brutas de animais e vegetais, n.e.p.";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"29252";"Sementes de plantas forrageiras (com exceção das sementes de beterraba)";"2925";"Sementes, frutos e esporos utilizados para a semeadura";"292a";"Matérias vegetais em bruto";"29";"Matérias brutas de animais e vegetais, n.e.p.";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"29253";"Sementes de plantas herbáceas cultivadas especialmente pelas suas flores";"2925";"Sementes, frutos e esporos utilizados para a semeadura";"292a";"Matérias vegetais em bruto";"29";"Matérias brutas de animais e vegetais, n.e.p.";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"29254";"Outras sementes de hortaliças";"2925";"Sementes, frutos e esporos utilizados para a semeadura";"292a";"Matérias vegetais em bruto";"29";"Matérias brutas de animais e vegetais, n.e.p.";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"29259";"Sementes, frutos e esporos, n.e.p.";"2925";"Sementes, frutos e esporos utilizados para a semeadura";"292a";"Matérias vegetais em bruto";"29";"Matérias brutas de animais e vegetais, n.e.p.";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"29261";"Bulbos, tubérculos, raízes tuberosas, rebentos e rizomas, em repouso vegetativo, em vegetação ou em flor; plantas e raízes de chicória (exceto as raízes do subgrupo 054.8)";"2926";"Bulbos, tubérculos e rizomas de florescimento ou de plantas de folhagem, estacas, deslizamentos, árvores vivas e outras plantas";"292a";"Matérias vegetais em bruto";"29";"Matérias brutas de animais e vegetais, n.e.p.";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"29269";"Outras plantas vivas (incluindo as suas raízes), estacas e enxertos; micélio de cogumelos";"2926";"Bulbos, tubérculos e rizomas de florescimento ou de plantas de folhagem, estacas, deslizamentos, árvores vivas e outras plantas";"292a";"Matérias vegetais em bruto";"29";"Matérias brutas de animais e vegetais, n.e.p.";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"29271";"Flores de corte e botões de flores priopícias para ramos ou para ornamentação, frescos, secos, branqueados, tingidos, impregnados ou preparados de outro modo";"2927";"Flores de corte e folhagens";"292a";"Matérias vegetais em bruto";"29";"Matérias brutas de animais e vegetais, n.e.p.";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"29272";"Folhagem, folhas, ramos e outras partes de plantas, sem flores nem botões de flores, e ervas, musgos e líquen.e.p., propícios para ramos ou para ornamentação, frescos, secos, branqueados, tingidos, impregnados ou preparados de outro modo";"2927";"Flores de corte e folhagens";"292a";"Matérias vegetais em bruto";"29";"Matérias brutas de animais e vegetais, n.e.p.";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"29294";"Sucos e extratos vegetais";"2929";"Outras matérias de origem vegetal";"292c";"Outras matérias de origem vegetal";"29";"Matérias brutas de animais e vegetais, n.e.p.";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
