"CO_CUCI_ITEM";"NO_CUCI_ITEM";"CO_CUCI_SUB";"NO_CUCI_SUB";"CO_CUCI_GRUPO";"NO_CUCI_GRUPO";"CO_CUCI_DIVISAO";"NO_CUCI_DIVISAO";"CO_CUCI_SEC";"NO_CUCI_SEC"
"64132";"Papel e cartão dos tipos utilizados para escrita, impressão ou outras finalidades gráficas, sem fibras obtidas por processo mecânico ou químico-mecânico ou em que não mais de 10%, em peso, do conteúdo total de fibras seja constituído, destas fibras";"6413";"Papel e cartão dos tipos utilizados para escrita, impressão ou outros fins gráficos, revestidos, impregnados, coloridos à superfície, ou impresso, decorados à superfície, em rolos ou em folhas";"641";"Papel e cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64134";"Papel e cartão, do tipo utilizado para a escrita, impressão ou outros fins gráficos, dos quais mais de 10%, em peso, do conteúdo total de fibras é constituído por fibras obtidas por um processo mecânico ou químico-mecânico";"6413";"Papel e cartão dos tipos utilizados para escrita, impressão ou outros fins gráficos, revestidos, impregnados, coloridos à superfície, ou impresso, decorados à superfície, em rolos ou em folhas";"641";"Papel e cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64141";"Kraftliner";"6414";"Papel e cartão Kraft, não revestido, em rolos ou em folhas";"641";"Papel e cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64142";"Papel Kraft";"6414";"Papel e cartão Kraft, não revestido, em rolos ou em folhas";"641";"Papel e cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64146";"Papel e cartão Kraft, n.e.p., pesando 150 g/m2";"6414";"Papel e cartão Kraft, não revestido, em rolos ou em folhas";"641";"Papel e cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64147";"Papel e cartão Kraft, n.e.p., com peso superior a 150 g / m 2, mas inferior a 225 g / m2.";"6414";"Papel e cartão Kraft, não revestido, em rolos ou em folhas";"641";"Papel e cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64148";"Papel e cartão Kraft, em rolos ou em folhas, n.e.p., pesando 225 g / m2 ou mais";"6414";"Papel e cartão Kraft, não revestido, em rolos ou em folhas";"641";"Papel e cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64151";"Papel miolo";"6415";"Outros papéis e cartões, não revestidos, em rolos ou em folhas";"641";"Papel e cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64152";"Papel sulfito para embalagem";"6415";"Outros papéis e cartões, não revestidos, em rolos ou em folhas";"641";"Papel e cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64153";"Pergaminho vegetal, papel impermeável a gorduras, papel de traçado e papel cristal e outros papéis transparentes ou translúcidos";"6415";"Outros papéis e cartões, não revestidos, em rolos ou em folhas";"641";"Papel e cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64154";"Testliner (fibras recicladas)";"6415";"Outros papéis e cartões, não revestidos, em rolos ou em folhas";"641";"Papel e cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64155";"Papel para cigarros, n.e.p.";"6415";"Outros papéis e cartões, não revestidos, em rolos ou em folhas";"641";"Papel e cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64156";"Papel-filtro e cartão; papel de feltro e cartão";"6415";"Outros papéis e cartões, não revestidos, em rolos ou em folhas";"641";"Papel e cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64159";"Outros papéis e cartões, não revestidos";"6415";"Outros papéis e cartões, não revestidos, em rolos ou em folhas";"641";"Papel e cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64161";"Papel kraft para sacos, encrespados ou plissados, com ou sem relevo ou perfurado.";"6416";"Papel e cartão canelados, encrespados, plissados, estampados ou perfurados, em rolos ou em folhas";"641";"Papel e cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64162";"Outros papéis kraft, encrespados ou plissados, mesmo não estampados ou perfurados";"6416";"Papel e cartão canelados, encrespados, plissados, estampados ou perfurados, em rolos ou em folhas";"641";"Papel e cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64163";"Rolos contínuos de papel higiênico ou facial, toalha ou guardanapo e outros artigos semelhantes dos tipos utilizados para fins domésticos ou sanitários, estofo de celulose e mantas de fibras de celulose, mesmo encrespados, plissados, gofrados, perfurados,";"6416";"Papel e cartão canelados, encrespados, plissados, estampados ou perfurados, em rolos ou em folhas";"641";"Papel e cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64164";"Papel e cartão canelados (com ou sem folhas de superfície plana coladas), mesmo perfurados.";"6416";"Papel e cartão canelados, encrespados, plissados, estampados ou perfurados, em rolos ou em folhas";"641";"Papel e cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64169";"Papel, encrespado, plissads, estampado ou perfurado, n.e.p.";"6416";"Papel e cartão canelados, encrespados, plissados, estampados ou perfurados, em rolos ou em folhas";"641";"Papel e cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64171";"Papel e cartão revestidos, impregnados ou recobertos de plástico (exceto os adesivos), branqueados, com peso superior a 150 g / m²";"6417";"Papel, cartão, estofo de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas";"641";"Papel e cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64172";"Outros papéis e cartões revestidos, impregnados ou recobertos de plástico (exceto os adesivos)";"6417";"Papel, cartão, estofo de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas";"641";"Papel e cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64173";"Papel e cartão alcatroados, betume ou de asfalto ";"6417";"Papel, cartão, estofo de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas";"641";"Papel e cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64174";"Papel e cartão Kraft, exc.dos tipos utilizados para escrita,impressão ou  fins gráficos,branqueados uniformemente na massa e em que > 95% em peso,do conteúdo total de fibras é constituído por fibras de madeira obtidas por processo químico,peso <= 150 g/m²";"6417";"Papel, cartão, estofo de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas";"641";"Papel e cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64175";"Papel e cartão Kraft, exceto dos tipos utilizados para escrita, impressão ou fins gráficos, branqueados na massa e em que > 95% em peso, do conteúdo total de fibras seja constituído por fibras de madeira obtidas por processo químico, e peso > 150 g/m²";"6417";"Papel, cartão, estofo de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas";"641";"Papel e cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64176";"Outros papéis e cartões kraft, exceto dos tipos utilizados para escrita, impressão ou outros fins gráficos";"6417";"Papel, cartão, estofo de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas";"641";"Papel e cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64177";"Outros papéis e cartões";"6417";"Papel, cartão, estofo de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas";"641";"Papel e cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64178";"Papel e cartão gomado ou adesivo";"6417";"Papel, cartão, estofo de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas";"641";"Papel e cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64179";"Outros papéis, cartões, pasta de celulose e mantas de fibras de celulose, revestidos, impregnados ou recobertos de cera, parafina, estearina, óleo ou glicerol";"6417";"Papel, cartão, estofo de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas";"641";"Papel e cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64192";"Papel e cartão (obtidos por colagem de camadas planas de papel ou cartão, juntamente com um adesivo), não impregnados ou revestidos na superfície, ou não reforçados interiormente, em rolos ou em folhas.";"6419";"Papéis de parede e cartões revestidos";"641";"Papel e cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64193";"Blocos de filtros e chapas, de pasta de papel";"6419";"Papéis de parede e cartões revestidos";"641";"Papel e cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64194";"Papel de parede e revestimentos de parede semelhantes; papel para vitrais";"6419";"Papéis de parede e cartões revestidos";"641";"Papel e cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64211";"Caixas, caixas e caixas de papel ou cartão, canelados";"6421";"Caixas, sacos e outras embalagens, de papel, cartão, etc, caixas-arquivos, classificadores de correspondência e artigos semelhantes";"642";"Papel e cartão, cortados em forma, e artigos de papel ou cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64212";"Cartonagens dobráveis, caixas e caixas de papel não-ondulado ou cartão.";"6421";"Caixas, sacos e outras embalagens, de papel, cartão, etc, caixas-arquivos, classificadores de correspondência e artigos semelhantes";"642";"Papel e cartão, cortados em forma, e artigos de papel ou cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64213";"Sacos de quaisquer dimensões, com uma base de uma largura de 40 cm ou mais";"6421";"Caixas, sacos e outras embalagens, de papel, cartão, etc, caixas-arquivos, classificadores de correspondência e artigos semelhantes";"642";"Papel e cartão, cortados em forma, e artigos de papel ou cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64214";"Outros sacos, incluindo con.e.p.";"6421";"Caixas, sacos e outras embalagens, de papel, cartão, etc, caixas-arquivos, classificadores de correspondência e artigos semelhantes";"642";"Papel e cartão, cortados em forma, e artigos de papel ou cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64215";"Outras embalagens, incluídas as capas para discos";"6421";"Caixas, sacos e outras embalagens, de papel, cartão, etc, caixas-arquivos, classificadores de correspondência e artigos semelhantes";"642";"Papel e cartão, cortados em forma, e artigos de papel ou cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64216";"Cartonagens para escritórios, classificadores de correspondência, caixas para armazenagem e artigos semelhantes, dos tipos utilizados em escritórios, lojas e estabelecimentos semelhantes";"6421";"Caixas, sacos e outras embalagens, de papel, cartão, etc, caixas-arquivos, classificadores de correspondência e artigos semelhantes";"642";"Papel e cartão, cortados em forma, e artigos de papel ou cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64221";"Envelopes";"6422";"Envelopes, cartas-postais, cartões e papéis para correspondência, caixas, sacos e escrita, de papel ou cartão, contendo um sortido de artigos para correspondência";"642";"Papel e cartão, cortados em forma, e artigos de papel ou cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64222";"Cartas-postais, bilhetes-postais e cartões para correspondência";"6422";"Envelopes, cartas-postais, cartões e papéis para correspondência, caixas, sacos e escrita, de papel ou cartão, contendo um sortido de artigos para correspondência";"642";"Papel e cartão, cortados em forma, e artigos de papel ou cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64223";"Caixas, sacos e escrita, de papel ou cartão, contendo um sortido de artigos para correspondência.";"6422";"Envelopes, cartas-postais, cartões e papéis para correspondência, caixas, sacos e escrita, de papel ou cartão, contendo um sortido de artigos para correspondência";"642";"Papel e cartão, cortados em forma, e artigos de papel ou cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64231";"Registros, conta-livros, cadernos, de encomendas, de recibos, cartas, agendas e artigos semelhantes";"6423";"Registros, cadernos, de encomendas, de recibos e artigos semelhantes, almofadas mata-borrão, encadernação e outros artigos de papelaria";"642";"Papel e cartão, cortados em forma, e artigos de papel ou cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64232";"Cadernos";"6423";"Registros, cadernos, de encomendas, de recibos e artigos semelhantes, almofadas mata-borrão, encadernação e outros artigos de papelaria";"642";"Papel e cartão, cortados em forma, e artigos de papel ou cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64233";"Encadernação (exceto capas para livros), pastas e capas de processos";"6423";"Registros, cadernos, de encomendas, de recibos e artigos semelhantes, almofadas mata-borrão, encadernação e outros artigos de papelaria";"642";"Papel e cartão, cortados em forma, e artigos de papel ou cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64234";"Formulários manifold e conjuntos de carbono intercalados";"6423";"Registros, cadernos, de encomendas, de recibos e artigos semelhantes, almofadas mata-borrão, encadernação e outros artigos de papelaria";"642";"Papel e cartão, cortados em forma, e artigos de papel ou cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64235";"Álbuns para amostras ou para coleções";"6423";"Registros, cadernos, de encomendas, de recibos e artigos semelhantes, almofadas mata-borrão, encadernação e outros artigos de papelaria";"642";"Papel e cartão, cortados em forma, e artigos de papel ou cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64239";"Capas de livros; almofadas blotting  e outros artigos de papelaria, n.e.p.";"6423";"Registros, cadernos, de encomendas, de recibos e artigos semelhantes, almofadas mata-borrão, encadernação e outros artigos de papelaria";"642";"Papel e cartão, cortados em forma, e artigos de papel ou cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64241";"Papel para cigarros, cortado, mesmo em forma de blocos ou em tubos";"6424";"Outros papéis e cartões, cortados em forma";"642";"Papel e cartão, cortados em forma, e artigos de papel ou cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64242";"Papel carbono, papel auto-cópia e outros papéis para cópia ou duplicação (exceto os de 641.31), estênceis completos e chapas offset, de papel, mesmo acondicionados em caixas";"6424";"Outros papéis e cartões, cortados em forma";"642";"Papel e cartão, cortados em forma, e artigos de papel ou cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64243";"Papel higiênico, cortado em forma, em rolos ou em folhas";"6424";"Outros papéis e cartões, cortados em forma";"642";"Papel e cartão, cortados em forma, e artigos de papel ou cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64245";"Papel-filtro e cartão, cortados em forma";"6424";"Outros papéis e cartões, cortados em forma";"642";"Papel e cartão, cortados em forma, e artigos de papel ou cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64291";"Carretéis, bobinas, canelas e suportes semelhantes, de pasta de papel, papel ou cartão (mesmo perfurados ou endurecidos).";"6429";"Outras obras de pasta de papel, papel, cartão ou estofo de celulose";"642";"Papel e cartão, cortados em forma, e artigos de papel ou cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64293";"Bandejas, travessas, pratos, copos e artigos semelhantes, de papel ou cartão";"6429";"Outras obras de pasta de papel, papel, cartão ou estofo de celulose";"642";"Papel e cartão, cortados em forma, e artigos de papel ou cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64294";"Lenços, tecidos de limpeza, toalhas, guardanapos, toalhas de mesa, lençóis e outras roupas de papel; roupas de papel e acessórios";"6429";"Outras obras de pasta de papel, papel, cartão ou estofo de celulose";"642";"Papel e cartão, cortados em forma, e artigos de papel ou cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64295";"Toalhas higiénicos e absorventes, fraldas (fraldas) e fraldas para bebês e artigos higiênicos semelhantes, de pasta de papel, papel, celulose ou de mantas de fibras de celulose";"6429";"Outras obras de pasta de papel, papel, cartão ou estofo de celulose";"642";"Papel e cartão, cortados em forma, e artigos de papel ou cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"64299";"Outros papéis, cartões, pasta de celulose ou de mantas de fibras de celulose cortados em forma própria; outros artigos de pasta de papel, papel ou cartão, estofo de celulose ou de mantas de fibras de celulose";"6429";"Outras obras de pasta de papel, papel, cartão ou estofo de celulose";"642";"Papel e cartão, cortados em forma, e artigos de papel ou cartão";"64";"Papel, cartão e artigos de pasta de celulose, de papel ou de cartão";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65112";"Fios de lã cardada, contendo 85% ou mais, em peso, de lã, não acondicionados para venda no varejo";"6511";"Fios de lã ou de pêlos (excluindo penteadas)";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65113";"Fios de lã penteada, contendo 85% ou mais, em peso, de lã, não acondicionados para venda no varejo";"6511";"Fios de lã ou de pêlos (excluindo penteadas)";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65114";"Fios de pêlos finos (cardado ou penteado), não acondicionados para venda no varejo";"6511";"Fios de lã ou de pêlos (excluindo penteadas)";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65115";"Fios de pêlos grosseiros ou de crina (incluídos os fios de crina revestidos), mesmo acondicionados para venda no varejo.";"6511";"Fios de lã ou de pêlos (excluindo penteadas)";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65116";"Fios contendo 85% ou mais, em peso, de lã ou de pêlos finos, acondicionados para venda no varejo";"6511";"Fios de lã ou de pêlos (excluindo penteadas)";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65117";"Fios de lã cardada, contendo menos de 85%, em peso, de lã, não acondicionados para venda no varejo";"6511";"Fios de lã ou de pêlos (excluindo penteadas)";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65118";"Fios de lã penteada, contendo menos de 85%, em peso, de lã, não acondicionados para venda no varejo";"6511";"Fios de lã ou de pêlos (excluindo penteadas)";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65119";"Fios de lã ou de pêlos finos, com menos de 85%, em peso, de lã ou de pêlos finos, acondicionados para venda no varejo";"6511";"Fios de lã ou de pêlos (excluindo penteadas)";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65121";"Linhas para costurar de algodão, Não acondicionados para venda no varejo";"6512";"Linhas para costurar de algodão, mesmo acondicionadas para venda no varejo";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65122";"Linhas para costurar de algodão, Acondicionados para venda no varejo";"6512";"Linhas para costurar de algodão, mesmo acondicionadas para venda no varejo";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65131";"Fios de algodão, exceto linhas de costura Contendo 85% ou mais, em peso, de algodão, acondicionados para venda no varejo";"6513";"Fios de algodão, exceto linhas de costura";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65132";"Fios de algodão, exceto linhas de costura, Outro, acondicionados para venda no varejo";"6513";"Fios de algodão, exceto linhas de costura";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65133";"Fios de algodão, exceto linhas de costura, Contendo 85% ou mais, em peso, de algodão, não acondicionados para venda no varejo.";"6513";"Fios de algodão, exceto linhas de costura";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65134";"Fios de algodão, exceto linhas de costura, Que contenham menos de 85%, em peso, de algodão, não acondicionados para venda no varejo";"6513";"Fios de algodão, exceto linhas de costura";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
